ID_Venta,Fecha_Venta,Producto,Precio_Unitario,Cantidad,ID_Cliente,Tipo_Pago,ID_Empleado
1451,2022-01-15 12:06:57.739246415,Cámara,595.13,4,,Tarjeta Crédito,E003
1452,2022-01-15 12:21:22.027342447,Tablet,423.72,4,102.0,Efectivo,E001
1453,2022-01-15 12:35:46.315438479,Tablet,780.89,4,,Transferencia,E003
1454,2022-01-15 12:50:10.603534511,nan,847.86,2,102.0,Efectivo,E003
1455,2022-01-15 13:04:34.891630543,Auriculares,346.98,4,101.0,nan,E002
1456,2022-01-15 13:18:59.179726575,Cámara,503.05,2,,Tarjeta Crédito,E001
1457,2022-01-15 13:33:23.467822607,Teléfono,691.89,3,103.0,nan,E001
1458,2022-01-15 13:47:47.755918639,Teléfono,713.18,4,101.0,nan,E001
1459,2022-01-15 14:02:12.044014671,Portátil,335.32,1,,Efectivo,E001
1460,2022-01-15 14:16:36.332110703,Cámara,138.07,4,102.0,Tarjeta Crédito,E003
1461,2022-01-15 14:31:00.620206735,Cámara,421.55,4,103.0,Transferencia,E003
1462,2022-01-15 14:45:24.908302767,Teléfono,377.47,3,103.0,Efectivo,E001
1463,2022-01-15 14:59:49.196398799,Cámara,135.14,2,103.0,Tarjeta Crédito,E001
1464,2022-01-15 15:14:13.484494831,Portátil,423.53,1,103.0,Tarjeta Crédito,E003
1465,2022-01-15 15:28:37.772590863,Portátil,592.6,4,101.0,Transferencia,E002
1466,2022-01-15 15:43:02.060686895,Smartwatch,996.52,2,103.0,Efectivo,E003
1467,2022-01-15 15:57:26.348782927,Teléfono,769.16,3,103.0,Tarjeta Crédito,E003
1468,2022-01-15 16:11:50.636878959,Teléfono,364.06,3,101.0,Transferencia,E003
1469,2022-01-15 16:26:14.924974991,Cámara,444.99,3,102.0,nan,E003
1470,2022-01-15 16:40:39.213071023,Smartwatch,162.25,2,102.0,Efectivo,E001
1471,2022-01-15 16:55:03.501167055,Cámara,814.45,2,103.0,Efectivo,E002
1472,2022-01-15 17:09:27.789263087,Smartwatch,587.52,3,102.0,Tarjeta Crédito,E003
1473,2022-01-15 17:23:52.077359119,Smartwatch,499.53,1,101.0,Transferencia,E003
1474,2022-01-15 17:38:16.365455151,Smartwatch,481.97,1,103.0,Efectivo,E003
1475,2022-01-15 17:52:40.653551183,Tablet,270.93,2,,Efectivo,E003
1476,2022-01-15 18:07:04.941647215,Cámara,310.15,3,103.0,Efectivo,E003
1477,2022-01-15 18:21:29.229743247,nan,357.39,1,,Tarjeta Crédito,E002
1478,2022-01-15 18:35:53.517839279,Cámara,51.69,2,,Transferencia,E001
1479,2022-01-15 18:50:17.805935311,Auriculares,564.39,1,,Tarjeta Crédito,E003
1480,2022-01-15 19:04:42.094031343,Smartwatch,990.42,1,102.0,nan,E001
1481,2022-01-15 19:19:06.382127375,Teléfono,361.81,2,101.0,Tarjeta Crédito,E003
1482,2022-01-15 19:33:30.670223407,Cámara,503.79,1,101.0,Transferencia,E001
1483,2022-01-15 19:47:54.958319439,Auriculares,885.83,2,101.0,Efectivo,E001
1484,2022-01-15 20:02:19.246415471,Cámara,557.81,1,101.0,Tarjeta Crédito,E001
1485,2022-01-15 20:16:43.534511503,Teléfono,615.46,4,103.0,nan,E003
1486,2022-01-15 20:31:07.822607535,Tablet,390.25,1,103.0,Tarjeta Crédito,E003
1487,2022-01-15 20:45:32.110703567,Smartwatch,501.63,2,103.0,nan,E003
1488,2022-01-15 20:59:56.398799599,nan,542.77,3,101.0,nan,E003
1489,2022-01-15 21:14:20.686895631,Smartwatch,774.29,4,101.0,Tarjeta Crédito,E001
1490,2022-01-15 21:28:44.974991663,nan,879.32,3,101.0,nan,E003
1491,2022-01-15 21:43:09.263087695,Portátil,680.46,4,101.0,Efectivo,E002
1492,2022-01-15 21:57:33.551183727,Teléfono,477.37,3,,Transferencia,E002
1493,2022-01-15 22:11:57.839279759,Teléfono,852.56,2,102.0,Tarjeta Crédito,E001
1494,2022-01-15 22:26:22.127375791,Auriculares,261.85,2,102.0,Efectivo,E003
1495,2022-01-15 22:40:46.415471823,Auriculares,383.76,1,103.0,Transferencia,E003
1496,2022-01-15 22:55:10.703567856,Auriculares,323.91,1,,Transferencia,E001
1497,2022-01-15 23:09:34.991663888,Tablet,455.6,3,102.0,Efectivo,E002
1498,2022-01-15 23:23:59.279759920,Auriculares,757.25,2,103.0,Efectivo,E001
1499,2022-01-15 23:38:23.567855952,Teléfono,209.29,1,102.0,Transferencia,E003
1500,2022-01-15 23:52:47.855951984,Auriculares,890.63,3,101.0,Efectivo,E001
1501,2022-01-16 00:07:12.144048016,Cámara,581.42,2,103.0,Tarjeta Crédito,E002
1502,2022-01-16 00:21:36.432144048,nan,451.1,2,102.0,Transferencia,E002
1503,2022-01-16 00:36:00.720240080,Cámara,174.69,3,101.0,Tarjeta Crédito,E002
1504,2022-01-16 00:50:25.008336112,Portátil,633.06,4,,Tarjeta Crédito,E003
1505,2022-01-16 01:04:49.296432144,Cámara,351.74,1,101.0,Transferencia,E003
1506,2022-01-16 01:19:13.584528176,Portátil,744.18,3,,Transferencia,E001
1507,2022-01-16 01:33:37.872624208,nan,977.42,4,,Transferencia,E002
1508,2022-01-16 01:48:02.160720240,Cámara,227.02,4,102.0,Tarjeta Crédito,E001
1509,2022-01-16 02:02:26.448816272,nan,85.0,4,103.0,Tarjeta Crédito,E002
1510,2022-01-16 02:16:50.736912304,Tablet,242.51,1,102.0,Tarjeta Crédito,E003
1511,2022-01-16 02:31:15.025008336,Portátil,586.43,1,,Efectivo,E002
1512,2022-01-16 02:45:39.313104368,nan,174.47,2,,Transferencia,E001
1513,2022-01-16 03:00:03.601200400,Cámara,402.49,4,103.0,Efectivo,E001
1514,2022-01-16 03:14:27.889296432,Portátil,235.04,2,103.0,Efectivo,E002
1515,2022-01-16 03:28:52.177392464,nan,741.99,4,101.0,nan,E003
1516,2022-01-16 03:43:16.465488496,Smartwatch,53.08,2,101.0,Efectivo,E002
1517,2022-01-16 03:57:40.753584528,Portátil,88.14,2,103.0,Efectivo,E003
1518,2022-01-16 04:12:05.041680560,Cámara,745.09,3,103.0,Transferencia,E003
1519,2022-01-16 04:26:29.329776592,Teléfono,970.16,4,103.0,Transferencia,E003
1520,2022-01-16 04:40:53.617872624,Auriculares,611.0,2,103.0,nan,E002
1521,2022-01-16 04:55:17.905968656,Portátil,120.43,2,,Transferencia,E001
1522,2022-01-16 05:09:42.194064688,Smartwatch,807.55,1,103.0,Efectivo,E002
1523,2022-01-16 05:24:06.482160720,Portátil,75.5,2,102.0,Transferencia,E001
1524,2022-01-16 05:38:30.770256752,Portátil,239.99,2,,Efectivo,E001
1525,2022-01-16 05:52:55.058352784,Auriculares,500.42,3,102.0,Efectivo,E003
1526,2022-01-16 06:07:19.346448816,Smartwatch,618.59,4,102.0,Transferencia,E001
1527,2022-01-16 06:21:43.634544848,Portátil,432.22,2,103.0,Tarjeta Crédito,E002
1528,2022-01-16 06:36:07.922640880,nan,656.42,2,102.0,nan,E002
1529,2022-01-16 06:50:32.210736912,Portátil,546.21,3,,Tarjeta Crédito,E003
1530,2022-01-16 07:04:56.498832944,Cámara,911.93,4,103.0,Efectivo,E001
1531,2022-01-16 07:19:20.786928976,Teléfono,999.46,2,101.0,Tarjeta Crédito,E001
1532,2022-01-16 07:33:45.075025008,Smartwatch,743.68,2,103.0,Tarjeta Crédito,E001
1533,2022-01-16 07:48:09.363121040,Tablet,132.81,3,101.0,nan,E002
1534,2022-01-16 08:02:33.651217072,Tablet,363.39,3,,Tarjeta Crédito,E003
1535,2022-01-16 08:16:57.939313104,Smartwatch,545.61,4,101.0,Tarjeta Crédito,E002
1536,2022-01-16 08:31:22.227409136,Auriculares,299.15,4,,Tarjeta Crédito,E003
1537,2022-01-16 08:45:46.515505168,Smartwatch,880.04,2,,Tarjeta Crédito,E002
1538,2022-01-16 09:00:10.803601200,Smartwatch,236.65,2,,Tarjeta Crédito,E001
1539,2022-01-16 09:14:35.091697232,Tablet,244.24,3,101.0,Transferencia,E002
1540,2022-01-16 09:28:59.379793264,Teléfono,909.72,4,102.0,Tarjeta Crédito,E001
1541,2022-01-16 09:43:23.667889296,Tablet,685.88,3,,Efectivo,E003
1542,2022-01-16 09:57:47.955985328,Teléfono,635.86,4,103.0,Tarjeta Crédito,E002
1543,2022-01-16 10:12:12.244081360,Teléfono,721.42,4,103.0,Tarjeta Crédito,E003
1544,2022-01-16 10:26:36.532177392,Cámara,254.62,4,102.0,Efectivo,E003
1545,2022-01-16 10:41:00.820273424,Tablet,607.05,4,103.0,Transferencia,E003
1546,2022-01-16 10:55:25.108369456,Portátil,704.9,3,101.0,nan,E002
1547,2022-01-16 11:09:49.396465488,Smartwatch,293.51,4,,nan,E001
1548,2022-01-16 11:24:13.684561520,Auriculares,848.26,1,103.0,Efectivo,E001
1549,2022-01-16 11:38:37.972657552,Portátil,576.7,4,102.0,Efectivo,E003
1550,2022-01-16 11:53:02.260753584,Tablet,527.26,2,102.0,Tarjeta Crédito,E001
1551,2022-01-16 12:07:26.548849616,Tablet,868.4,3,103.0,Transferencia,E001
1552,2022-01-16 12:21:50.836945648,Portátil,227.97,1,103.0,Efectivo,E001
1553,2022-01-16 12:36:15.125041680,Cámara,68.28,2,102.0,Transferencia,E002
1554,2022-01-16 12:50:39.413137712,Tablet,782.01,2,102.0,Efectivo,E003
1555,2022-01-16 13:05:03.701233744,Cámara,260.32,3,,Tarjeta Crédito,E002
1556,2022-01-16 13:19:27.989329776,nan,157.76,1,,Tarjeta Crédito,E003
1557,2022-01-16 13:33:52.277425808,Smartwatch,290.67,3,101.0,Efectivo,E001
1558,2022-01-16 13:48:16.565521840,Smartwatch,199.55,1,,nan,E003
1559,2022-01-16 14:02:40.853617872,Auriculares,301.81,4,102.0,Transferencia,E002
1560,2022-01-16 14:17:05.141713904,Tablet,134.56,1,101.0,Efectivo,E001
1561,2022-01-16 14:31:29.429809936,Portátil,507.2,3,103.0,Transferencia,E002
1562,2022-01-16 14:45:53.717905968,Cámara,709.44,2,103.0,Transferencia,E001
1563,2022-01-16 15:00:18.006002000,Auriculares,911.05,2,103.0,Transferencia,E003
1564,2022-01-16 15:14:42.294098032,Teléfono,758.15,2,102.0,nan,E003
1565,2022-01-16 15:29:06.582194064,Auriculares,153.28,1,101.0,Efectivo,E002
1566,2022-01-16 15:43:30.870290096,Cámara,558.39,2,,nan,E002
1567,2022-01-16 15:57:55.158386128,Tablet,125.36,1,103.0,Efectivo,E001
1568,2022-01-16 16:12:19.446482160,Tablet,594.14,2,103.0,Efectivo,E001
1569,2022-01-16 16:26:43.734578192,Teléfono,551.93,3,102.0,Tarjeta Crédito,E003
1570,2022-01-16 16:41:08.022674224,nan,56.19,3,,Efectivo,E003
1571,2022-01-16 16:55:32.310770256,Cámara,766.12,4,101.0,Efectivo,E003
1572,2022-01-16 17:09:56.598866288,Tablet,659.35,1,101.0,Tarjeta Crédito,E003
1573,2022-01-16 17:24:20.886962320,Tablet,481.07,1,,Transferencia,E001
1574,2022-01-16 17:38:45.175058352,Cámara,923.02,2,101.0,nan,E001
1575,2022-01-16 17:53:09.463154384,Auriculares,479.97,2,101.0,Tarjeta Crédito,E003
1576,2022-01-16 18:07:33.751250416,Smartwatch,488.05,4,102.0,nan,E001
1577,2022-01-16 18:21:58.039346448,Portátil,204.56,1,,nan,E003
1578,2022-01-16 18:36:22.327442480,Auriculares,681.66,2,103.0,nan,E001
1579,2022-01-16 18:50:46.615538512,Cámara,210.09,1,,Transferencia,E003
1580,2022-01-16 19:05:10.903634544,Smartwatch,344.16,2,102.0,nan,E003
1581,2022-01-16 19:19:35.191730576,nan,714.23,2,101.0,Efectivo,E001
1582,2022-01-16 19:33:59.479826608,Auriculares,340.76,1,,Efectivo,E003
1583,2022-01-16 19:48:23.767922640,Tablet,622.68,3,103.0,Tarjeta Crédito,E002
1584,2022-01-16 20:02:48.056018672,Smartwatch,977.88,3,103.0,Efectivo,E001
1585,2022-01-16 20:17:12.344114704,Smartwatch,90.96,4,,Tarjeta Crédito,E002
1586,2022-01-16 20:31:36.632210736,Cámara,424.5,4,101.0,Efectivo,E002
1587,2022-01-16 20:46:00.920306768,Tablet,904.75,2,102.0,Transferencia,E003
1588,2022-01-16 21:00:25.208402800,Tablet,610.37,1,103.0,Efectivo,E001
1589,2022-01-16 21:14:49.496498832,Tablet,944.69,2,,Efectivo,E003
1590,2022-01-16 21:29:13.784594865,Smartwatch,952.94,2,103.0,Efectivo,E003
1591,2022-01-16 21:43:38.072690897,Auriculares,836.06,3,101.0,nan,E003
1592,2022-01-16 21:58:02.360786929,Portátil,380.52,4,102.0,Tarjeta Crédito,E001
1593,2022-01-16 22:12:26.648882961,Teléfono,75.39,3,101.0,Tarjeta Crédito,E003
1594,2022-01-16 22:26:50.936978993,Portátil,956.12,4,101.0,Tarjeta Crédito,E001
1595,2022-01-16 22:41:15.225075025,Teléfono,243.88,2,101.0,Efectivo,E003
1596,2022-01-16 22:55:39.513171057,Cámara,280.45,3,101.0,Efectivo,E003
1597,2022-01-16 23:10:03.801267089,Portátil,682.61,2,103.0,nan,E002
1598,2022-01-16 23:24:28.089363121,Smartwatch,717.07,4,101.0,nan,E001
1599,2022-01-16 23:38:52.377459153,Teléfono,961.07,3,101.0,Tarjeta Crédito,E002
1600,2022-01-16 23:53:16.665555185,Tablet,615.5,2,102.0,Efectivo,E001
1601,2022-01-17 00:07:40.953651217,Cámara,468.31,3,,Transferencia,E001
1602,2022-01-17 00:22:05.241747249,Portátil,168.16,1,102.0,nan,E002
1603,2022-01-17 00:36:29.529843281,Auriculares,864.54,2,,Tarjeta Crédito,E001
1604,2022-01-17 00:50:53.817939313,Cámara,92.05,2,103.0,Transferencia,E001
1605,2022-01-17 01:05:18.106035345,nan,859.62,3,103.0,nan,E001
1606,2022-01-17 01:19:42.394131377,Tablet,369.5,4,,Efectivo,E002
1607,2022-01-17 01:34:06.682227409,Tablet,912.63,2,101.0,Transferencia,E003
1608,2022-01-17 01:48:30.970323441,Smartwatch,858.09,1,,Transferencia,E001
1609,2022-01-17 02:02:55.258419473,Tablet,713.98,4,102.0,Tarjeta Crédito,E003
1610,2022-01-17 02:17:19.546515505,Teléfono,70.27,4,102.0,nan,E003
1611,2022-01-17 02:31:43.834611537,Portátil,707.08,3,102.0,nan,E001
1612,2022-01-17 02:46:08.122707569,Cámara,583.73,1,101.0,Efectivo,E001
1613,2022-01-17 03:00:32.410803601,Portátil,289.57,3,102.0,nan,E003
1614,2022-01-17 03:14:56.698899633,nan,598.03,3,103.0,Transferencia,E003
1615,2022-01-17 03:29:20.986995665,Smartwatch,857.07,3,,Efectivo,E002
1616,2022-01-17 03:43:45.275091697,Portátil,250.12,4,,Transferencia,E002
1617,2022-01-17 03:58:09.563187729,nan,372.67,3,103.0,Efectivo,E001
1618,2022-01-17 04:12:33.851283761,Teléfono,133.9,1,101.0,Efectivo,E001
1619,2022-01-17 04:26:58.139379793,Teléfono,789.46,2,101.0,nan,E002
1620,2022-01-17 04:41:22.427475825,Tablet,144.38,1,,nan,E002
1621,2022-01-17 04:55:46.715571857,Portátil,916.39,2,101.0,Efectivo,E001
1622,2022-01-17 05:10:11.003667889,Smartwatch,535.31,4,,Efectivo,E003
1623,2022-01-17 05:24:35.291763921,Teléfono,309.59,1,101.0,Transferencia,E002
1624,2022-01-17 05:38:59.579859953,Smartwatch,116.53,4,,nan,E003
1625,2022-01-17 05:53:23.867955985,Tablet,826.9,4,102.0,Tarjeta Crédito,E002
1626,2022-01-17 06:07:48.156052017,Cámara,422.67,3,103.0,Efectivo,E002
1627,2022-01-17 06:22:12.444148049,Teléfono,890.59,3,102.0,Transferencia,E002
1628,2022-01-17 06:36:36.732244081,Teléfono,734.52,1,102.0,Transferencia,E003
1629,2022-01-17 06:51:01.020340113,Cámara,129.95,2,103.0,Transferencia,E003
1630,2022-01-17 07:05:25.308436145,Cámara,783.52,3,102.0,nan,E002
1631,2022-01-17 07:19:49.596532177,Teléfono,831.5,4,,Tarjeta Crédito,E003
1632,2022-01-17 07:34:13.884628209,nan,145.18,3,,Transferencia,E003
1633,2022-01-17 07:48:38.172724241,Cámara,686.74,3,,Tarjeta Crédito,E003
1634,2022-01-17 08:03:02.460820273,Cámara,259.93,3,,nan,E001
1635,2022-01-17 08:17:26.748916305,Tablet,368.58,1,101.0,Transferencia,E003
1636,2022-01-17 08:31:51.037012337,Teléfono,183.39,4,,Tarjeta Crédito,E001
1637,2022-01-17 08:46:15.325108369,Cámara,91.61,3,102.0,Efectivo,E001
1638,2022-01-17 09:00:39.613204401,Tablet,864.63,1,101.0,Tarjeta Crédito,E001
1639,2022-01-17 09:15:03.901300433,Teléfono,936.24,2,102.0,Tarjeta Crédito,E001
1640,2022-01-17 09:29:28.189396465,Teléfono,735.68,4,101.0,Tarjeta Crédito,E001
1641,2022-01-17 09:43:52.477492497,nan,206.16,2,101.0,Tarjeta Crédito,E003
1642,2022-01-17 09:58:16.765588529,Teléfono,50.87,4,102.0,Transferencia,E003
1643,2022-01-17 10:12:41.053684561,nan,395.29,1,103.0,Tarjeta Crédito,E002
1644,2022-01-17 10:27:05.341780593,Cámara,568.05,1,,Transferencia,E002
1645,2022-01-17 10:41:29.629876625,Cámara,446.12,4,103.0,Tarjeta Crédito,E002
1646,2022-01-17 10:55:53.917972657,Portátil,684.18,1,102.0,Transferencia,E003
1647,2022-01-17 11:10:18.206068689,Tablet,314.45,2,102.0,Tarjeta Crédito,E003
1648,2022-01-17 11:24:42.494164721,Portátil,325.46,1,101.0,Efectivo,E003
1649,2022-01-17 11:39:06.782260753,Smartwatch,55.76,4,,Efectivo,E003
1650,2022-01-17 11:53:31.070356785,Tablet,659.44,4,102.0,Tarjeta Crédito,E001
1651,2022-01-17 12:07:55.358452817,Auriculares,853.68,3,103.0,Tarjeta Crédito,E002
1652,2022-01-17 12:22:19.646548849,Portátil,920.43,3,,Tarjeta Crédito,E002
1653,2022-01-17 12:36:43.934644881,Smartwatch,607.8,3,102.0,nan,E001
1654,2022-01-17 12:51:08.222740913,Teléfono,232.07,4,102.0,Tarjeta Crédito,E003
1655,2022-01-17 13:05:32.510836945,nan,439.81,1,103.0,Efectivo,E002
1656,2022-01-17 13:19:56.798932977,Smartwatch,389.8,1,103.0,nan,E001
1657,2022-01-17 13:34:21.087029009,Auriculares,104.43,2,103.0,Tarjeta Crédito,E002
1658,2022-01-17 13:48:45.375125041,Auriculares,63.38,4,103.0,Efectivo,E002
1659,2022-01-17 14:03:09.663221073,Auriculares,345.01,1,102.0,Transferencia,E003
1660,2022-01-17 14:17:33.951317105,Tablet,723.83,1,102.0,Efectivo,E003
1661,2022-01-17 14:31:58.239413137,Cámara,668.39,3,101.0,Tarjeta Crédito,E003
1662,2022-01-17 14:46:22.527509169,Cámara,777.0,3,,Transferencia,E003
1663,2022-01-17 15:00:46.815605201,Auriculares,881.47,1,,Efectivo,E001
1664,2022-01-17 15:15:11.103701233,Cámara,951.37,3,,Efectivo,E001
1665,2022-01-17 15:29:35.391797265,Smartwatch,808.22,4,103.0,Tarjeta Crédito,E001
1666,2022-01-17 15:43:59.679893297,Teléfono,88.54,3,102.0,nan,E003
1667,2022-01-17 15:58:23.967989329,Cámara,970.17,4,102.0,Transferencia,E002
1668,2022-01-17 16:12:48.256085361,Tablet,348.99,4,103.0,nan,E002
1669,2022-01-17 16:27:12.544181393,Auriculares,889.61,1,103.0,Efectivo,E001
1670,2022-01-17 16:41:36.832277425,nan,177.69,2,102.0,Transferencia,E003
1671,2022-01-17 16:56:01.120373457,Portátil,672.91,3,102.0,nan,E001
1672,2022-01-17 17:10:25.408469489,Teléfono,355.2,2,,nan,E003
1673,2022-01-17 17:24:49.696565521,Portátil,804.39,4,,nan,E003
1674,2022-01-17 17:39:13.984661553,Auriculares,172.11,3,102.0,Tarjeta Crédito,E003
1675,2022-01-17 17:53:38.272757585,Smartwatch,532.55,3,102.0,nan,E003
1676,2022-01-17 18:08:02.560853617,Auriculares,982.96,3,102.0,Tarjeta Crédito,E003
1677,2022-01-17 18:22:26.848949649,Portátil,739.34,3,103.0,Tarjeta Crédito,E002
1678,2022-01-17 18:36:51.137045681,Auriculares,170.74,2,103.0,Tarjeta Crédito,E002
1679,2022-01-17 18:51:15.425141713,Auriculares,675.31,1,101.0,Tarjeta Crédito,E003
1680,2022-01-17 19:05:39.713237745,Auriculares,687.83,4,103.0,nan,E002
1681,2022-01-17 19:20:04.001333777,Cámara,834.49,3,101.0,Transferencia,E002
1682,2022-01-17 19:34:28.289429809,Smartwatch,331.9,3,102.0,Transferencia,E002
1683,2022-01-17 19:48:52.577525841,Cámara,189.48,3,102.0,Transferencia,E002
1684,2022-01-17 20:03:16.865621873,Tablet,854.38,3,,nan,E001
1685,2022-01-17 20:17:41.153717906,Portátil,396.61,4,103.0,Tarjeta Crédito,E002
1686,2022-01-17 20:32:05.441813938,Teléfono,467.31,1,103.0,Transferencia,E003
1687,2022-01-17 20:46:29.729909970,Portátil,961.84,2,102.0,Tarjeta Crédito,E001
1688,2022-01-17 21:00:54.018006002,Portátil,485.57,2,,Transferencia,E003
1689,2022-01-17 21:15:18.306102034,Tablet,127.53,2,,Tarjeta Crédito,E001
1690,2022-01-17 21:29:42.594198066,Smartwatch,677.98,1,102.0,Transferencia,E001
1691,2022-01-17 21:44:06.882294098,Cámara,730.94,2,,Transferencia,E001
1692,2022-01-17 21:58:31.170390130,Teléfono,493.92,2,102.0,Efectivo,E003
1693,2022-01-17 22:12:55.458486162,Teléfono,717.86,4,102.0,Efectivo,E001
1694,2022-01-17 22:27:19.746582194,Tablet,426.28,1,,Efectivo,E001
1695,2022-01-17 22:41:44.034678226,Auriculares,905.61,1,103.0,Tarjeta Crédito,E002
1696,2022-01-17 22:56:08.322774258,Portátil,782.07,1,102.0,Transferencia,E002
1697,2022-01-17 23:10:32.610870290,Portátil,315.34,3,103.0,Transferencia,E003
1698,2022-01-17 23:24:56.898966322,Teléfono,498.54,2,101.0,Efectivo,E002
1699,2022-01-17 23:39:21.187062354,Portátil,736.09,4,102.0,Efectivo,E003
1700,2022-01-17 23:53:45.475158386,nan,557.47,2,,Efectivo,E003
1701,2022-01-18 00:08:09.763254418,Teléfono,543.94,1,,Transferencia,E001
1702,2022-01-18 00:22:34.051350450,Cámara,850.41,3,102.0,nan,E001
1703,2022-01-18 00:36:58.339446482,Cámara,670.07,1,101.0,nan,E001
1704,2022-01-18 00:51:22.627542514,Teléfono,943.45,3,103.0,Transferencia,E003
1705,2022-01-18 01:05:46.915638546,Tablet,308.01,1,101.0,Transferencia,E003
1706,2022-01-18 01:20:11.203734578,Portátil,144.75,4,101.0,Transferencia,E001
1707,2022-01-18 01:34:35.491830610,Smartwatch,226.68,3,102.0,Tarjeta Crédito,E002
1708,2022-01-18 01:48:59.779926642,Smartwatch,230.34,1,103.0,Transferencia,E001
1709,2022-01-18 02:03:24.068022674,Teléfono,576.49,4,102.0,nan,E002
1710,2022-01-18 02:17:48.356118706,Tablet,536.32,2,102.0,Tarjeta Crédito,E002
1711,2022-01-18 02:32:12.644214738,Smartwatch,614.32,1,,Efectivo,E001
1712,2022-01-18 02:46:36.932310770,Smartwatch,241.0,3,103.0,Efectivo,E001
1713,2022-01-18 03:01:01.220406802,Cámara,277.32,4,102.0,Transferencia,E001
1714,2022-01-18 03:15:25.508502834,Portátil,104.11,3,,nan,E001
1715,2022-01-18 03:29:49.796598866,Portátil,74.06,1,,nan,E001
1716,2022-01-18 03:44:14.084694898,Cámara,387.68,4,102.0,Tarjeta Crédito,E003
1717,2022-01-18 03:58:38.372790930,nan,759.0,2,102.0,Tarjeta Crédito,E001
1718,2022-01-18 04:13:02.660886962,Auriculares,715.11,2,101.0,Tarjeta Crédito,E002
1719,2022-01-18 04:27:26.948982994,Teléfono,682.05,2,103.0,Transferencia,E003
1720,2022-01-18 04:41:51.237079026,Tablet,70.4,2,103.0,nan,E001
1721,2022-01-18 04:56:15.525175058,Tablet,951.09,4,,Efectivo,E001
1722,2022-01-18 05:10:39.813271090,nan,373.38,3,103.0,Tarjeta Crédito,E001
1723,2022-01-18 05:25:04.101367122,Smartwatch,462.4,3,102.0,Transferencia,E002
1724,2022-01-18 05:39:28.389463154,Smartwatch,811.19,2,102.0,Tarjeta Crédito,E002
1725,2022-01-18 05:53:52.677559186,Auriculares,136.95,2,103.0,Efectivo,E002
1726,2022-01-18 06:08:16.965655218,Tablet,218.01,1,101.0,nan,E001
1727,2022-01-18 06:22:41.253751250,Tablet,359.33,2,103.0,Tarjeta Crédito,E002
1728,2022-01-18 06:37:05.541847282,Portátil,851.22,1,,Efectivo,E002
1729,2022-01-18 06:51:29.829943314,Teléfono,701.49,4,,Tarjeta Crédito,E002
1730,2022-01-18 07:05:54.118039346,Portátil,390.47,2,103.0,Efectivo,E003
1731,2022-01-18 07:20:18.406135378,Cámara,936.7,4,102.0,Transferencia,E003
1732,2022-01-18 07:34:42.694231410,Smartwatch,794.52,3,102.0,Transferencia,E003
1733,2022-01-18 07:49:06.982327442,Portátil,59.92,2,102.0,nan,E003
1734,2022-01-18 08:03:31.270423474,Auriculares,477.78,1,101.0,Tarjeta Crédito,E002
1735,2022-01-18 08:17:55.558519506,Teléfono,453.82,3,102.0,Efectivo,E003
1736,2022-01-18 08:32:19.846615538,Auriculares,273.82,4,101.0,Transferencia,E001
1737,2022-01-18 08:46:44.134711570,Teléfono,317.67,3,103.0,Tarjeta Crédito,E003
1738,2022-01-18 09:01:08.422807602,Teléfono,698.7,4,102.0,Transferencia,E002
1739,2022-01-18 09:15:32.710903634,Teléfono,278.43,2,103.0,Efectivo,E002
1740,2022-01-18 09:29:56.998999666,Tablet,753.31,1,102.0,Tarjeta Crédito,E002
1741,2022-01-18 09:44:21.287095698,Smartwatch,495.94,4,,nan,E001
1742,2022-01-18 09:58:45.575191730,Portátil,125.67,4,,Transferencia,E002
1743,2022-01-18 10:13:09.863287762,Tablet,436.21,1,,Efectivo,E003
1744,2022-01-18 10:27:34.151383794,Smartwatch,801.94,1,103.0,Transferencia,E001
1745,2022-01-18 10:41:58.439479826,Tablet,172.79,3,101.0,Tarjeta Crédito,E003
1746,2022-01-18 10:56:22.727575858,Portátil,527.55,3,103.0,Tarjeta Crédito,E002
1747,2022-01-18 11:10:47.015671890,Auriculares,227.0,2,102.0,nan,E002
1748,2022-01-18 11:25:11.303767922,Smartwatch,930.04,4,103.0,Tarjeta Crédito,E003
1749,2022-01-18 11:39:35.591863954,Teléfono,571.08,1,,nan,E001
1750,2022-01-18 11:53:59.879959986,nan,207.0,1,101.0,Transferencia,E002
1751,2022-01-18 12:08:24.168056018,nan,581.1,3,102.0,nan,E002
1752,2022-01-18 12:22:48.456152050,Auriculares,960.66,4,103.0,Tarjeta Crédito,E003
1753,2022-01-18 12:37:12.744248082,nan,838.28,3,102.0,Tarjeta Crédito,E002
1754,2022-01-18 12:51:37.032344114,Auriculares,373.1,1,101.0,Efectivo,E003
1755,2022-01-18 13:06:01.320440146,Smartwatch,756.42,4,102.0,nan,E001
1756,2022-01-18 13:20:25.608536178,Cámara,702.13,2,103.0,Efectivo,E002
1757,2022-01-18 13:34:49.896632210,Smartwatch,760.85,2,102.0,nan,E003
1758,2022-01-18 13:49:14.184728242,Tablet,509.31,2,,nan,E001
1759,2022-01-18 14:03:38.472824274,Teléfono,923.07,3,101.0,Tarjeta Crédito,E003
1760,2022-01-18 14:18:02.760920306,Portátil,403.94,2,,nan,E001
1761,2022-01-18 14:32:27.049016338,Auriculares,964.41,3,101.0,nan,E003
1762,2022-01-18 14:46:51.337112370,Cámara,166.31,1,103.0,Transferencia,E001
1763,2022-01-18 15:01:15.625208402,Cámara,935.86,1,102.0,Transferencia,E003
